student_id,first_name,last_name,date_of_birth,gender,enrollment_date,guardian_contact,class_id,school_id
72,Chima,Okonkwo,2016-11-15,Male,2022-09-01,7063334444,14,1
73,Jide,Adeyemi,2017-06-25,Male,2022-09-01,8031112222,14,1
74,Tayo,Adeyemi,2018-01-20,Male,2023-01-10,8031112222,14,1
75,Yinka,Balogun,2017-08-20,Female,2022-09-01,8187778888,14,1
76,Funmi,Balogun,2016-10-15,Female,2022-09-01,8187778888,14,1
77,Sadiq,Usman,2017-10-15,Male,2022-09-01,7059990000,14,1
78,Hadiza,Usman,2018-02-18,Female,2023-04-12,7059990000,14,1
79,Omawumi,Briggs,2017-12-10,Female,2022-09-01,9079990000,14,1
80,Boma,Briggs,2016-09-01,Female,2022-09-01,9079990000,14,1
81,Wura,Adeyemi,2017-02-05,Female,2022-09-01,8031112222,14,1
82,Ifeoma,Nwachukwu,2017-04-01,Female,2022-09-01,7061112223,14,1
83,Emeka,Nwachukwu,2016-11-20,Male,2022-09-01,7061112223,14,1
84,Gozie,Anyanwu,2017-05-25,Male,2022-09-01,7015556666,14,1
85,Amaka,Anyanwu,2018-03-12,Female,2023-01-15,7015556666,14,1
86,Hauwa,Abdullahi,2017-07-20,Female,2022-09-01,8021112223,14,1
87,Aliyu,Abdullahi,2016-01-15,Male,2022-09-01,8021112223,14,1
88,Jide,Kosoko,2016-09-15,Male,2021-09-01,7048884444,15,2
89,Wura,Abiola,2016-03-10,Female,2021-09-01,9099995555,15,2
90,Danladi,Jakande,2015-02-18,Male,2021-09-01,8133338888,15,2
91,Ngozi,Okoro,2016-05-05,Female,2021-09-01,8034445556,15,2
92,Eseosa,Igbinedion,2016-12-12,Female,2021-09-01,7055556667,15,2
93,Damilola,Ogunleye,2016-09-01,Male,2021-09-01,8187778889,15,2
94,Aminu,Sani,2015-04-20,Male,2021-09-01,8090001112,15,2
95,Chinelo,Obi,2015-08-15,Female,2021-09-01,7033334445,15,2
96,Folake,Balogun,2016-01-30,Female,2021-09-01,8024445556,15,2
97,Emeka,Anyanwu,2016-06-11,Male,2021-09-01,9066667778,15,2
98,Aisha,Bello,2015-10-05,Female,2021-09-01,8051112223,15,2
99,Ohenhen,Osaze,2016-03-22,Male,2021-09-01,7012223334,15,2
100,Titi,Adenuga,2016-02-14,Female,2021-09-01,8039998887,15,2
101,Ibrahim,Musa,2017-09-15,Male,2022-09-01,9177778888,14,1
102,Joy,Usman,2017-11-10,Female,2022-09-01,8199990000,14,1
103,Bola,Ogunleye,2016-01-20,Female,2021-09-01,8031112222,15,2
104,Chima,Okonkwo,2016-03-15,Male,2021-09-01,7063334444,15,2
105,Sade,Adenuga,2016-05-10,Female,2021-09-01,9015556666,15,2
106,Tunde,Adenuga,2017-11-05,Male,2022-01-12,9015556666,15,2
107,Aliyu,Abdullahi,2016-07-05,Male,2021-09-01,8187778888,15,2
108,Amaka,Anyanwu,2016-09-01,Female,2021-09-01,7049990000,15,2
109,Etido,Akpan,2016-11-25,Male,2021-09-01,8021112223,16,3
110,Itoro,Akpan,2015-10-12,Female,2021-09-01,8021112223,16,3
111,Tersoo,Iorver,2016-03-15,Male,2021-09-01,8055556666,16,3
112,Mfon,Iorver,2017-12-04,Female,2022-04-18,8055556666,16,3
113,Tamuno,Dokubo,2016-07-05,Male,2021-09-01,9099990000,16,3
114,Boma,Dokubo,2016-07-05,Female,2021-09-01,9099990000,16,3
115,Ebiere,Amadi,2016-11-25,Female,2021-09-01,8111112222,16,3
116,Tarila,Amadi,2017-08-14,Male,2022-01-10,8111112222,16,3
117,Zimako,Onuoha,2016-03-15,Male,2021-09-01,7133334444,16,3
118,Adaora,Onuoha,2015-09-20,Female,2021-09-01,7133334444,16,3
119,Tobi,Adeyemi,2016-12-20,Male,2021-09-01,8155556666,16,3
120,Lola,Adeyemi,2017-04-10,Female,2022-04-22,8155556666,16,3
121,Kemi,Balogun,2016-02-14,Female,2021-09-01,9177778888,16,3
122,Yemi,Balogun,2016-02-14,Male,2021-09-01,9177778888,16,3
123,Nonso,Eze,2016-06-05,Male,2021-09-01,8199990000,16,3
124,Kamsi,Eze,2017-03-15,Female,2022-01-10,8199990000,16,3
125,Soji,Olowu,2015-08-22,Male,2021-09-01,8031112222,16,3
126,Ekaette,Akpan,2016-04-10,Female,2021-09-01,7063334444,17,4
127,Etido,Akpan,2016-04-10,Male,2021-09-01,7063334444,17,4
128,Oche,Musa,2015-11-15,Male,2021-09-01,9015556666,17,4
129,Hauwa,Musa,2017-02-28,Female,2022-01-12,9015556666,17,4
130,Gozie,Anyanwu,2016-07-05,Male,2021-09-01,8187778888,17,4
131,Amaka,Anyanwu,2016-07-05,Female,2021-09-01,8187778888,17,4
132,Jide,Adeyemi,2015-09-12,Male,2021-09-01,7049990000,17,4
133,Yinka,Adeyemi,2017-05-20,Female,2022-04-15,7049990000,17,4
134,Sadiq,Usman,2016-01-10,Male,2021-09-01,8021112223,17,4
135,Hadiza,Usman,2016-01-10,Female,2021-09-01,8021112223,17,4
136,Omawumi,Briggs,2015-03-04,Female,2021-09-01,8055556666,17,4
137,Wura,Briggs,2016-08-22,Female,2021-09-01,8055556666,17,4
138,Ifeoma,Nwachukwu,2016-05-15,Female,2021-09-01,9099990000,17,4
139,Chidi,Nwachukwu,2017-10-10,Male,2022-09-01,9099990000,17,4
140,Danladi,Sani,2016-02-18,Male,2021-09-01,8111112222,17,4
141,Aminu,Sani,2015-12-05,Male,2021-09-01,8111112222,17,4
142,Bunmi,Ajayi,2016-04-12,Female,2021-09-01,7133334444,17,4
143,Funmi,Ajayi,2017-09-30,Female,2022-09-01,7133334444,17,4
144,Olabisi,Olowu,2016-06-25,Female,2021-09-01,8155556666,17,4
145,Babatunde,Olowu,2015-01-15,Male,2021-09-01,8155556666,17,4
146,Kayode,Ogunleye,2016-03-22,Male,2021-09-01,9177778888,18,5
147,Bola,Ogunleye,2017-08-12,Female,2022-09-01,9177778888,18,5
148,Umar,Abdullahi,2016-10-05,Male,2021-09-01,8199990000,18,5
149,Fatima,Abdullahi,2016-10-05,Female,2021-09-01,8199990000,18,5
150,Blessing,Eze,2015-04-14,Female,2021-09-01,8031112222,18,5
151,Kelechi,Eze,2017-02-20,Male,2022-01-10,8031112222,18,5
152,Chidinma,Okonkwo,2016-11-11,Female,2021-09-01,7063334444,18,5
153,Chima,Okonkwo,2015-12-30,Male,2021-09-01,7063334444,18,5
154,Tayo,Adeyemi,2016-07-07,Male,2021-09-01,9015556666,18,5
155,Femi,Adeyemi,2017-09-09,Male,2022-04-15,9015556666,18,5
156,Funke,Akindele,2016-03-04,Female,2021-09-01,8187778888,18,5
157,Segun,Ajayi,2015-11-20,Male,2021-09-01,7049990000,18,5
158,Lola,Ajayi,2017-05-15,Female,2022-09-01,7049990000,18,5
159,Yetunde,Balogun,2016-10-10,Female,2021-09-01,8021112223,18,5
160,Folake,Balogun,2016-10-10,Female,2021-09-01,8021112223,18,5
161,Uche,Obi,2015-08-25,Male,2021-09-01,8055556666,18,5
162,Chinelo,Obi,2017-03-30,Female,2022-04-20,8055556666,18,5
163,Sade,Okonkwo,2016-05-12,Female,2021-09-01,9099990000,18,5
164,Musa,Abubakar,2016-07-01,Male,2021-09-01,8111112222,18,5
165,Efe,Osaze,2015-09-14,Female,2021-09-01,7133334444,18,5
166,Obinna,Ikechukwu,2015-12-01,Male,2020-09-01,8031112222,19,1
167,Chisom,Ikechukwu,2016-10-15,Female,2021-01-10,8031112222,19,1
168,Amina,Bello,2015-05-20,Female,2020-09-01,7063334444,19,1
169,Sadiq,Bello,2016-11-05,Male,2021-09-01,7063334444,19,1
170,Tobi,Ajayi,2015-07-10,Male,2020-09-01,9015556666,19,1
171,Lola,Ajayi,2015-07-10,Female,2020-09-01,9015556666,19,1
172,Zainab,Musa,2016-02-15,Female,2021-01-12,8187778888,19,1
173,Abubakar,Musa,2014-12-30,Male,2020-09-01,8187778888,19,1
174,Emeka,Nwachukwu,2015-08-01,Male,2020-09-01,7049990000,19,1
175,Chidi,Nwachukwu,2016-05-10,Male,2021-09-01,7049990000,19,1
176,Funke,Akindele,2015-03-25,Female,2020-09-01,8021112223,19,1
177,Ibrahim,Hassan,2015-11-11,Male,2021-01-15,8055556666,19,1
178,Nneka,Eze,2015-01-20,Female,2020-09-01,9099990000,19,1
179,Kelechi,Eze,2016-09-12,Male,2021-09-01,9099990000,19,1
180,Segun,Olowu,2015-06-30,Male,2020-09-01,8111112222,19,1
181,Yetunde,Balogun,2015-04-12,Female,2020-09-01,7133334444,19,1
182,Uche,Obi,2015-10-25,Male,2021-01-10,8155556666,19,1
183,Bisi,Adenuga,2015-02-05,Female,2020-09-01,9177778888,19,1
184,Sade,Okonkwo,2015-07-22,Female,2020-09-01,8199990000,19,1
185,Musa,Abubakar,2015-09-14,Male,2020-09-01,8031112222,19,1
186,Efe,Osaze,2015-12-01,Female,2020-09-01,7063334444,19,1
187,Etido,Akpan,2015-05-10,Male,2020-09-01,9015556666,21,3
188,Itoro,Akpan,2015-05-10,Female,2020-09-01,9015556666,21,3
189,Tersoo,Iorver,2014-11-25,Male,2020-09-01,8187778888,21,3
190,Mfon,Iorver,2016-04-15,Female,2021-01-12,8187778888,21,3
191,Tamuno,Dokubo,2015-07-10,Male,2020-09-01,7049990000,21,3
192,Boma,Dokubo,2015-07-10,Female,2020-09-01,7049990000,21,3
193,Ebiere,Amadi,2016-02-14,Female,2021-04-18,8021112223,21,3
194,Tarila,Amadi,2014-10-05,Male,2020-09-01,8021112223,21,3
195,Zimako,Onuoha,2015-09-01,Male,2020-09-01,8055556666,21,3
196,Adaora,Onuoha,2015-09-01,Female,2020-09-01,8055556666,21,3
197,Tobi,Adeyemi,2014-12-31,Male,2020-09-01,9099990000,21,3
198,Lola,Adeyemi,2016-05-20,Female,2021-01-10,9099990000,21,3
199,Kemi,Balogun,2015-02-15,Female,2020-09-01,8111112222,21,3
200,Yemi,Balogun,2015-02-15,Male,2020-09-01,8111112222,21,3
201,Nonso,Eze,2014-08-01,Male,2020-09-01,8111112222,21,3
202,Kamsi,Eze,2015-11-25,Female,2021-01-10,8111112222,21,3
203,Ayo,Adenuga,2015-01-20,Male,2020-09-01,7041112222,21,3
204,Soji,Olowu,2015-03-15,Male,2020-09-01,8155556666,21,3
205,Nne,Obi,2015-05-10,Female,2020-09-01,7093334444,21,3
206,Efe,Osaze,2015-07-05,Female,2020-09-01,7012223334,21,3
207,Benson,Igbinedion,2015-09-01,Male,2020-09-01,7055556667,21,3
208,Ufuoma,Oki,2015-11-25,Female,2020-09-01,8157778888,21,3
209,Terna,Iorver,2015-01-20,Male,2020-09-01,8055556666,21,3
210,Ekaette,Akpan,2015-03-15,Female,2020-09-01,7077778888,21,3
211,Oche,Musa,2015-05-10,Male,2020-09-01,9055554444,22,4
212,Amina,Musa,2015-05-10,Female,2020-09-01,9055554444,22,4
213,Hauwa,Abdullahi,2014-01-20,Female,2020-09-01,8021112223,22,4
214,Aliyu,Abdullahi,2016-04-12,Male,2021-04-18,8021112223,22,4
215,Gozie,Anyanwu,2014-03-15,Male,2020-09-01,7015556666,22,4
216,Amaka,Anyanwu,2014-03-15,Female,2020-09-01,7015556666,22,4
217,Jide,Adeyemi,2014-05-10,Male,2020-09-01,8031234567,22,4
218,Bisi,Adeyemi,2015-12-04,Female,2021-01-15,8031234567,22,4
219,Yinka,Balogun,2014-07-05,Female,2020-09-01,8187778889,22,4
220,Folake,Balogun,2014-07-05,Female,2020-09-01,8187778889,22,4
221,Sadiq,Usman,2014-09-01,Male,2020-09-01,7059990000,22,4
222,Joy,Usman,2016-02-18,Female,2021-04-10,7059990000,22,4
223,Omawumi,Briggs,2014-11-25,Female,2020-09-01,9079990000,22,4
224,Boma,Briggs,2013-10-12,Female,2020-09-01,9079990000,22,4
225,Wura,Adeyemi,2014-01-20,Female,2020-09-01,8155556666,22,4
226,Tobi,Adeyemi,2015-09-20,Male,2021-01-10,8155556666,22,4
227,Ifeoma,Nwachukwu,2014-03-15,Female,2020-09-01,7061112223,22,4
228,Chidi,Nwachukwu,2014-03-15,Male,2020-09-01,7061112223,22,4
229,Danladi,Sani,2014-05-10,Male,2020-09-01,8031112222,22,4
230,Aminu,Sani,2015-11-30,Male,2021-01-12,8031112222,22,4
231,Bunmi,Ajayi,2014-07-05,Female,2020-09-01,9015556666,22,4
232,Lola,Ajayi,2014-07-05,Female,2020-09-01,9015556666,22,4
233,Olabisi,Olowu,2014-09-01,Female,2020-09-01,7049990000,23,3
234,Babatunde,Olowu,2013-12-10,Male,2020-09-01,7049990000,23,3
235,Kayode,Ogunleye,2014-11-25,Male,2020-09-01,8199990000,23,3
236,Bola,Ogunleye,2016-04-15,Female,2021-04-20,8199990000,23,3
237,Umar,Abdullahi,2014-01-20,Male,2020-09-01,8187778888,23,3
238,Fatima,Abdullahi,2014-01-20,Female,2020-09-01,8187778888,23,3
239,Blessing,Eze,2014-03-15,Female,2020-09-01,8111112222,23,3
240,Nonso,Eze,2015-10-25,Male,2021-01-08,8111112222,23,3
241,Chidinma,Okonkwo,2014-05-10,Female,2020-09-01,7063334444,23,3
242,Chima,Okonkwo,2013-08-14,Male,2020-09-01,7063334444,23,3
243,Tayo,Adeyemi,2014-07-05,Male,2020-09-01,8031234567,23,3
244,Femi,Adeyemi,2016-02-28,Male,2021-04-15,8031234567,23,3
245,Funke,Akindele,2014-09-01,Female,2020-09-01,8022223334,23,3
246,Segun,Ajayi,2014-11-25,Male,2020-09-01,8123334445,23,3
247,Lola,Ajayi,2014-11-25,Female,2020-09-01,8123334445,23,3
248,Yetunde,Balogun,2014-01-20,Female,2020-09-01,8187778889,23,3
249,Folake,Balogun,2015-12-04,Female,2021-01-12,8187778889,23,3
250,Uche,Obi,2014-03-15,Male,2020-09-01,8090001112,23,3
251,Chinelo,Obi,2014-03-15,Female,2020-09-01,8090001112,23,3
252,Sade,Okonkwo,2014-05-10,Female,2020-09-01,9066667778,23,3
253,Musa,Abubakar,2014-07-01,Male,2020-09-01,8051112223,23,3
254,Efe,Osaze,2014-09-14,Female,2020-09-01,7012223334,23,3
255,Obinna,Okafor,2013-05-12,Male,2019-09-01,7032221110,24,1
256,Chisom,Okafor,2013-05-12,Female,2019-09-01,7032221110,24,1
257,Kelechi,Iheanacho,2014-02-14,Male,2019-09-01,8039998887,24,1
258,Chioma,Iheanacho,2015-11-11,Female,2020-01-10,8039998887,24,1
259,Bolaji,Abdullahi,2014-07-07,Male,2019-09-01,8073334445,24,1
260,Fatima,Abdullahi,2014-07-07,Female,2019-09-01,8073334445,24,1
261,Damilola,Bakare,2013-09-09,Female,2019-09-01,8061119999,24,1
262,Tunde,Bakare,2015-04-04,Male,2020-04-20,8061119999,24,1
263,Chidi,Opara,2014-04-04,Male,2019-09-01,7082227777,24,1
264,Amaka,Opara,2014-04-04,Female,2019-09-01,7082227777,24,1
265,Sadiq,Umar,2013-01-01,Male,2019-09-01,8156662222,24,1
266,Hauwa,Umar,2015-05-15,Female,2020-01-15,8156662222,24,1
267,Jide,Kosoko,2014-11-20,Male,2019-09-01,7048884444,24,1
268,Wura,Kosoko,2014-03-10,Female,2019-09-01,7048884444,24,1
269,Gozie,Onu,2013-07-25,Male,2019-09-01,8031116666,24,1
270,Ifeoma,Onu,2013-12-05,Female,2019-09-01,8031116666,24,1
271,Danladi,Jakande,2014-02-18,Male,2019-09-01,8133338888,24,1
272,Aminu,Jakande,2015-09-12,Male,2020-01-12,8133338888,24,1
273,Funmi,Ajayi,2014-04-10,Female,2019-09-01,9015556666,25,2
274,Segun,Ajayi,2013-11-15,Male,2019-09-01,9015556666,25,2
275,Yemi,Ogunleye,2013-06-05,Male,2019-09-01,8199990000,25,2
276,Bola,Ogunleye,2014-02-15,Female,2019-09-01,8199990000,25,2
277,Nonso,Eze,2012-08-01,Male,2019-09-01,8111112222,25,2
278,Kamsi,Eze,2014-05-10,Female,2019-09-01,8111112222,25,2
279,Ayo,Adenuga,2013-03-15,Male,2019-09-01,8187778888,25,2
280,Titi,Adenuga,2014-05-01,Female,2019-09-01,8187778888,25,2
281,Soji,Olowu,2013-05-10,Male,2019-09-01,7049990000,25,2
282,Olabisi,Olowu,2014-12-10,Female,2019-09-01,7049990000,25,2
283,Nne,Obi,2013-07-05,Female,2019-09-01,7093334444,25,2
284,Chinelo,Obi,2014-10-15,Female,2019-09-01,7093334444,25,2
285,Efe,Igbinedion,2012-07-20,Male,2019-09-01,7081112222,25,2
286,Eseosa,Igbinedion,2014-04-12,Female,2019-09-01,7081112222,25,2
287,Ufuoma,Oki,2013-01-20,Female,2019-09-01,9133334444,25,2
288,Tarila,Oki,2014-07-20,Male,2019-09-01,9133334444,25,2
289,Terna,Iorver,2013-03-15,Male,2019-09-01,8055556666,25,2
290,Mfon,Iorver,2014-05-10,Female,2019-09-01,8055556666,25,2
291,Etido,Akpan,2013-09-01,Male,2019-09-01,7077778888,26,3
292,Ekaette,Akpan,2012-05-10,Female,2019-09-01,7077778888,26,3
293,Oche,Musa,2013-07-05,Male,2019-09-01,9099990000,26,3
294,Amina,Musa,2014-11-25,Female,2019-09-01,9099990000,26,3
295,Hauwa,Abdullahi,2013-09-01,Female,2019-09-01,8111112222,26,3
296,Aliyu,Abdullahi,2014-07-05,Male,2019-09-01,8111112222,26,3
297,Gozie,Anyanwu,2013-11-25,Male,2019-09-01,7133334444,26,3
298,Amaka,Anyanwu,2014-03-12,Female,2020-01-10,7133334444,26,3
299,Jide,Adeyemi,2013-01-20,Male,2019-09-01,8155556666,26,3
300,Tayo,Adeyemi,2014-01-20,Male,2019-09-01,8155556666,26,3
301,Yinka,Balogun,2013-03-15,Female,2019-09-01,9177778888,26,3
302,Funmi,Balogun,2014-05-10,Female,2019-09-01,9177778888,26,3
303,Sadiq,Usman,2013-05-10,Male,2019-09-01,8199990000,26,3
304,Hadiza,Usman,2014-02-18,Female,2019-09-01,8199990000,26,3
305,Omawumi,Briggs,2013-12-10,Female,2019-09-01,8031112222,26,3
306,Boma,Briggs,2012-09-01,Female,2019-09-01,8031112222,26,3
307,Wura,Adeyemi,2013-02-05,Female,2019-09-01,7063334444,26,3
308,Ifeoma,Nwachukwu,2013-04-01,Female,2019-09-01,9015556666,26,3
309,Etido,Akpan,2014-05-12,Male,2020-09-01,8031112222,27,4
310,Itoro,Akpan,2015-04-10,Female,2020-09-01,8031112222,27,4
311,Tersoo,Iorver,2014-07-05,Male,2020-09-01,9015556666,27,4
312,Mfon,Iorver,2015-03-15,Female,2021-01-10,9015556666,27,4
313,Tamuno,Dokubo,2014-09-01,Male,2020-09-01,8187778888,27,4
314,Boma,Dokubo,2014-09-01,Female,2020-09-01,8187778888,27,4
315,Ebiere,Amadi,2014-11-25,Female,2020-09-01,7049990000,27,4
316,Tarila,Amadi,2015-08-14,Male,2021-01-12,7049990000,27,4
317,Zimako,Onuoha,2014-01-20,Male,2020-09-01,8021112223,27,4
318,Adaora,Onuoha,2014-01-20,Female,2020-09-01,8021112223,27,4
319,Tobi,Adeyemi,2013-03-04,Male,2020-09-01,8055556666,27,4
320,Lola,Adeyemi,2014-08-22,Female,2020-09-01,8055556666,27,4
321,Kemi,Balogun,2014-05-15,Female,2020-09-01,9099990000,27,4
322,Yemi,Balogun,2015-10-10,Male,2021-04-18,9099990000,27,4
323,Nonso,Eze,2014-02-18,Male,2020-09-01,8111112222,27,4
324,Kamsi,Eze,2013-12-05,Female,2020-09-01,8111112222,27,4
325,Soji,Olowu,2014-04-12,Male,2020-09-01,7133334444,27,4
326,Ekaette,Akpan,2013-09-30,Female,2020-09-01,7133334444,27,4
327,Oche,Musa,2014-06-25,Male,2020-09-01,8155556666,28,5
328,Hauwa,Musa,2013-01-15,Female,2020-09-01,8155556666,28,5
329,Gozie,Anyanwu,2014-03-22,Male,2020-09-01,9177778888,28,5
330,Amaka,Anyanwu,2015-08-12,Female,2021-04-10,9177778888,28,5
331,Jide,Adeyemi,2014-10-05,Male,2020-09-01,8199990000,28,5
332,Yinka,Adeyemi,2014-10-05,Female,2020-09-01,8199990000,28,5
333,Sadiq,Usman,2013-04-14,Male,2020-09-01,8031112222,28,5
334,Hadiza,Usman,2015-02-20,Female,2021-01-12,8031112222,28,5
335,Omawumi,Briggs,2014-11-11,Female,2020-09-01,7063334444,28,5
336,Boma,Briggs,2013-12-30,Female,2020-09-01,7063334444,28,5
337,Wura,Adeyemi,2014-07-07,Female,2020-09-01,9015556666,28,5
338,Tobi,Adeyemi,2015-09-09,Male,2021-04-15,9015556666,28,5
339,Funke,Akindele,2014-03-04,Female,2020-09-01,8187778888,28,5
340,Segun,Ajayi,2013-11-20,Male,2020-09-01,7049990000,28,5
341,Lola,Ajayi,2015-05-15,Female,2021-01-10,7049990000,28,5
342,Yetunde,Balogun,2014-10-10,Female,2020-09-01,8021112223,28,5
343,Folake,Balogun,2014-10-10,Female,2020-09-01,8021112223,28,5
344,Uche,Obi,2013-08-25,Male,2020-09-01,8055556666,28,5
345,Chinelo,Obi,2015-03-30,Female,2021-04-20,8055556666,28,5
346,Sade,Okonkwo,2014-05-12,Female,2020-09-01,9099990000,28,5
347,Musa,Abubakar,2013-05-12,Male,2018-09-01,8051112223,29,1
348,Aisha,Abubakar,2013-05-12,Female,2018-09-01,8051112223,29,1
349,Efe,Osaze,2013-03-22,Female,2018-09-01,7012223334,29,1
350,Benson,Osaze,2014-11-11,Male,2019-01-10,7012223334,29,1
351,Kelechi,Iheanacho,2013-02-14,Male,2018-09-01,8039998887,29,1
352,Chioma,Iheanacho,2012-11-11,Female,2018-09-01,8039998887,29,1
353,Bolaji,Abdullahi,2013-07-07,Male,2018-09-01,8073334445,29,1
354,Fatima,Abdullahi,2013-07-07,Female,2018-09-01,8073334445,29,1
355,Damilola,Bakare,2012-09-09,Female,2018-09-01,8061119999,29,1
356,Tunde,Bakare,2014-04-04,Male,2019-01-12,8061119999,29,1
357,Chidi,Opara,2013-04-04,Male,2018-09-01,7082227777,29,1
358,Amaka,Opara,2013-04-04,Female,2018-09-01,7082227777,29,1
359,Sadiq,Umar,2012-01-01,Male,2018-09-01,8156662222,29,1
360,Hauwa,Umar,2014-05-15,Female,2019-04-20,8156662222,29,1
361,Jide,Kosoko,2013-11-20,Male,2018-09-01,7048884444,29,1
